no,totalarea,sitearea,buildingarea,typicalfloorheight,totalheight,basement,groundlevel,parkinglot,type,type1,type2,type3,type4,type5,type6,type7,type8,type9,type10,type11,year,buildingcost,duration
451,3385.4,1271686,3385.4,7.5,10.3,0,1,107,1,1,0,0,0,0,0,0,0,0,0,0,2018,2518,180
452,2966.18,2645.1,837.51,3.6,18.1,1,4,50,3,0,0,1,0,0,0,0,0,0,0,0,2018,3677,365
453,4697.67,10000.4,2370.67,4.9,11.2,1,2,71,2,0,1,0,0,0,0,0,0,0,0,0,2018,5892,360
454,2697.74,4806,1450.67,3.6,15,0,3,14,9,0,0,0,0,0,0,0,0,1,0,0,2018,3371,210
455,10140.76,25963,3551.89,3.8,26.67,1,6,64,2,0,1,0,0,0,0,0,0,0,0,0,2018,21870,608
456,9992.54,15374.4,3488.86,3.6,18.15,1,4,42,2,0,1,0,0,0,0,0,0,0,0,0,2018,14842,430
457,2085.46,19497.7,1176.16,4.2,15,0,3,22,2,0,1,0,0,0,0,0,0,0,0,0,2018,3664,365
458,7668.08,171254,1543.57,3.9,35.8,0,8,39,2,0,1,0,0,0,0,0,0,0,0,0,2018,9375,1095
459,4884,2909.5,1646.51,4.2,16.8,1,3,48,3,0,0,1,0,0,0,0,0,0,0,0,2018,6932,540
460,8307.86,30560,3399.61,3.75,17.55,1,3,66,9,0,0,0,0,0,0,0,0,1,0,0,2018,11782,430
461,5103,175610,2594.08,6,25.2,1,3,121,8,0,0,0,0,0,0,0,1,0,0,0,2018,12805,540
462,3648.69,130927,1371.83,3.8,15.15,0,3,107,2,0,1,0,0,0,0,0,0,0,0,0,2018,4895,330
463,7711.65,7197.37,2009.89,3.9,21.5,1,4,34,9,0,0,0,0,0,0,0,0,1,0,0,2018,10204,520
464,5326.8,44329,1880.99,3.9,24.5,1,4,79,2,0,1,0,0,0,0,0,0,0,0,0,2018,8241,530
465,6752.1,27492,5200.95,4.2,15.07,0,2,37,1,1,0,0,0,0,0,0,0,0,0,0,2018,6868,270
466,13175.44,15091.2,6956.56,3.3,15,1,3,195,7,0,0,0,0,0,0,1,0,0,0,0,2018,15336,740
467,3944.42,63071.2,921.71,3.3,22.9,1,6,25,5,0,0,0,0,1,0,0,0,0,0,0,2018,6747,335
468,16650.12,18071,4567.12,3.9,20.54,1,5,84,9,0,0,0,0,0,0,0,0,1,0,0,2018,16518,410
469,4339.04,4445.8,1441.55,3.8,22.42,1,5,22,2,0,1,0,0,0,0,0,0,0,0,0,2018,4631,450
470,2457.91,9549,1470.38,4.2,15.2,0,3,24,2,0,1,0,0,0,0,0,0,0,0,0,2018,3521,180
471,2522.38,15828.6,1805.7,3.6,12.2,0,3,107,1,1,0,0,0,0,0,0,0,0,0,0,2018,3141,240
472,7606.22,12180,3531.97,3.9,20.9,0,4,93,2,0,1,0,0,0,0,0,0,0,0,0,2018,8410,365
473,2654.26,31663,1843.22,3.9,9.3,0,2,55,2,0,1,0,0,0,0,0,0,0,0,0,2018,4068,230
474,10268.29,60222.9,4553.38,5.8,18,1,2,167,1,1,0,0,0,0,0,0,0,0,0,0,2018,21341,690
475,8051.41,15850.8,1594.89,4.5,27.45,1,5,50,3,0,0,1,0,0,0,0,0,0,0,0,2018,8775,570
476,3977.9,3065.7,923.81,4,19.3,1,4,66,3,0,0,1,0,0,0,0,0,0,0,0,2018,4818,365
477,12226.07,36500,7206.02,4.1,16.05,1,2,50,9,0,0,0,0,0,0,0,0,1,0,0,2018,20737,390
478,6919.4,32371,1630.99,4.8,26.1,1,5,132,2,0,1,0,0,0,0,0,0,0,0,0,2018,9165,540
479,6008.46,9966,969.3,4.5,9,2,2,51,9,0,0,0,0,0,0,0,0,1,0,0,2018,10485,700
480,6630.13,552011,1498.97,3.6,23.75,1,6,13,2,0,1,0,0,0,0,0,0,0,0,0,2018,9260,900
481,10497.89,989860,4094.27,5.4,24.6,1,4,4,2,0,1,0,0,0,0,0,0,0,0,0,2018,12107,800
482,1652.2,4803,461.92,4.2,17.93,1,4,22,3,0,0,1,0,0,0,0,0,0,0,0,2018,2029,365
483,12103.61,968691,4471.26,4.3,27.1,1,4,38,9,0,0,0,0,0,0,0,0,1,0,0,2018,14333,900
484,6677.07,16670,3823.62,5.6,12.1,1,2,149,8,0,0,0,0,0,0,0,1,0,0,0,2018,13712,600
485,7144.05,167989,1958.75,4.2,18,1,4,25,10,0,0,0,0,0,0,0,0,0,1,0,2018,10524,480
486,8863.85,7102,169.96,3,5.2,2,1,23,7,0,0,0,0,0,0,1,0,0,0,0,2018,12811,780
487,4982.88,6596,1436.9,3.9,17.1,1,4,29,9,0,0,0,0,0,0,0,0,1,0,0,2018,6882,600
488,12564.28,10763,4061.25,5.2,21.2,1,4,117,3,0,0,1,0,0,0,0,0,0,0,0,2018,19145,660
489,6926.13,8739,2163.4,4.2,17.8,1,4,102,3,0,0,1,0,0,0,0,0,0,0,0,2018,8742,600
490,5739.98,6193,1896.45,4.2,16.9,1,3,55,3,0,0,1,0,0,0,0,0,0,0,0,2018,8244,480
491,20183.39,7352.8,2933.52,3.9,37.3,2,8,205,3,0,0,1,0,0,0,0,0,0,0,0,2018,23906,720
492,6404,2952.8,1378.55,3.7,15.95,2,4,40,3,0,0,1,0,0,0,0,0,0,0,0,2018,8411,690
493,11437.5,8885,1474.96,4.2,37.6,2,8,10,2,0,1,0,0,0,0,0,0,0,0,0,2018,14137,1080
494,4347,17485.37,2052.01,3.9,15,1,3,74,2,0,1,0,0,0,0,0,0,0,0,0,2018,5922,365
495,3575.17,18000,2342.66,3.6,13.05,0,3,27,2,0,1,0,0,0,0,0,0,0,0,0,2018,6796,810
496,1894.09,2515.01,751.65,3.9,14.5,1,3,29,3,0,0,1,0,0,0,0,0,0,0,0,2018,3169,300
497,1938.73,3340,3340,4.2,16.6,1,3,60,3,0,0,1,0,0,0,0,0,0,0,0,2018,3470,300
498,4149.37,5940,2800.92,4.2,15.02,1,2,24,2,0,1,0,0,0,0,0,0,0,0,0,2018,10918,300
499,18079.07,11000,3398.89,4.5,52,1,10,174,3,0,0,1,0,0,0,0,0,0,0,0,2018,26297,915
500,9008.21,99200.05,4070.38,4.8,15.5,1,3,307,10,0,0,0,0,0,0,0,0,0,1,0,2018,17339,730
501,7014.75,16529,1967.44,5,19.1,1,4,120,1,1,0,0,0,0,0,0,0,0,0,0,2018,9086,390
502,6030.4,24928.6,2034.91,4.5,16.7,1,3,41,3,0,0,1,0,0,0,0,0,0,0,0,2018,7752,730
503,2917.63,14935,826.84,3.8,16.1,0,4,17,4,0,0,0,1,0,0,0,0,0,0,0,2018,3831,360
504,14973.08,13689,4378.96,3.6,22.75,0,5,79,9,0,0,0,0,0,0,0,0,1,0,0,2018,15541,390
505,2714.57,26237,1645.07,4.2,12.15,0,3,12,2,0,1,0,0,0,0,0,0,0,0,0,2019,4318,365
506,2748.98,2400,1181.85,4.1,11.64,0,2,29,5,0,0,0,0,1,0,0,0,0,0,0,2019,3279,360
507,6569.38,11091.5,1794.64,4.2,21.85,0,4,49,6,0,0,0,0,0,1,0,0,0,0,0,2019,8076,900
508,9234.39,29252.5,4765.11,4.2,11.35,1,3,99,2,0,1,0,0,0,0,0,0,0,0,0,2019,7740,600
509,5545.45,968691,1005.39,4.6,27.97,1,7,107,5,0,0,0,0,1,0,0,0,0,0,0,2019,7145,365
510,11312.55,25126,5157.25,4.1,12.4,0,3,53,9,0,0,0,0,0,0,0,0,1,0,0,2019,14501,510
511,2959.16,3000,1297.52,3.6,14.1,1,3,12,2,0,1,0,0,0,0,0,0,0,0,0,2019,4817,320
512,6674.27,6674.27,2500.19,3.8,23.1,1,5,92,3,0,0,1,0,0,0,0,0,0,0,0,2019,8242,540
513,6291.47,40944,1802.18,4.2,28.6,1,4,472,4,0,0,0,1,0,0,0,0,0,0,0,2019,9748,450
514,2218.45,2218.45,844.87,4.5,18.35,1,3,13,7,0,0,0,0,0,0,1,0,0,0,0,2019,4229,390
515,6717,46882,3282.95,4.2,11.5,1,3,39,2,0,1,0,0,0,0,0,0,0,0,0,2019,8836,365
516,7556.85,18988,3075.26,4.2,18.8,1,2,87,1,1,0,0,0,0,0,0,0,0,0,0,2019,8783,730
517,10258.75,2976,1683.29,4.2,30.9,2,7,93,3,0,0,1,0,0,0,0,0,0,0,0,2019,14275,570
518,7308.07,16290,1962.33,4.2,20,1,4,196,3,0,0,1,0,0,0,0,0,0,0,0,2019,9060,480
519,7466,65670,1076.17,4.2,33.54,1,6,124,3,0,0,1,0,0,0,0,0,0,0,0,2019,9028,510
520,3548.47,2843.2,898.68,3.9,17.2,1,3,50,3,0,0,1,0,0,0,0,0,0,0,0,2019,4270,365
521,4949.47,3960,1270.33,4.2,19.14,1,4,49,3,0,0,1,0,0,0,0,0,0,0,0,2019,5431,450
522,3386.44,4307.81,1859.58,6,16.33,1,2,687,1,1,0,0,0,0,0,0,0,0,0,0,2019,5173,360
523,15670.33,29572,3971.2,4.2,31.1,1,6,384,3,0,0,1,0,0,0,0,0,0,0,0,2019,18612,730
524,9980.98,22206,2864.62,4.4,24.5,1,5,94,3,0,0,1,0,0,0,0,0,0,0,0,2019,14548,1895
525,5039.23,13000,2486.61,6.7,22.35,1,3,72,1,1,0,0,0,0,0,0,0,0,0,0,2019,11124,540
526,6562,22795.6,122.84,4.2,21,1,8,1,3,0,0,1,0,0,0,0,0,0,0,0,2019,7127,540
527,14877.02,13084,4282.91,3.8,20.58,0,5,50,2,0,1,0,0,0,0,0,0,0,0,0,2019,19783,390
528,2854.1,2439.5,572.95,3.6,18.9,1,4,23,2,0,1,0,0,0,0,0,0,0,0,0,2019,3200,460
529,11902.43,13071,3192.91,3.6,16.6,1,4,65,2,0,1,0,0,0,0,0,0,0,0,0,2019,13467,420
530,4989.54,6766,1970.84,4.2,9.88,1,2,106,3,0,0,1,0,0,0,0,0,0,0,0,2019,6579,395
531,5436.45,3270,1623.28,5.4,19.4,1,3,57,3,0,0,1,0,0,0,0,0,0,0,0,2019,6810,365
532,12114.62,11488,3931.02,3.7,19,0,4,61,2,0,1,0,0,0,0,0,0,0,0,0,2019,18027,390
533,15079.24,15019.7,4535.01,3.9,17.5,1,4,68,9,0,0,0,0,0,0,0,0,1,0,0,2019,19744,420
534,6754.02,13491,2519.83,3.6,11.4,1,3,61,9,0,0,0,0,0,0,0,0,1,0,0,2019,9388,360
535,6980,10800,2470.65,4.2,20.65,1,4,117,3,0,0,1,0,0,0,0,0,0,0,0,2019,10058,540
536,4040,8758.83,1294.14,3.9,25.7,0,5,21,2,0,1,0,0,0,0,0,0,0,0,0,2019,5367,390
537,6094.4,5842.75,2015.85,4.5,17.9,1,3,38,2,0,1,0,0,0,0,0,0,0,0,0,2019,8150,480
538,11818.7,13888,3931.61,3.6,18.35,1,4,61,9,0,0,0,0,0,0,0,0,1,0,0,2019,14966,420
539,15671.59,14733,4970.6,3.6,22.6,1,5,81,9,0,0,0,0,0,0,0,0,1,0,0,2019,19991,420
540,8379.7,67996.9,1731.55,4.2,33.6,1,7,107,4,0,0,0,1,0,0,0,0,0,0,0,2019,9345,395
541,10691.1,64710,5843.13,3,14.2,0,3,32,10,0,0,0,0,0,0,0,0,0,1,0,2019,16587,900
542,9234.39,29252.5,4765.11,4.2,11.35,1,3,99,2,0,1,0,0,0,0,0,0,0,0,0,2019,13024,600
543,4702.52,3562.1,1885.97,4.2,21,0,3,30,9,0,0,0,0,0,0,0,0,1,0,0,2019,6265,340
544,8609.77,9917.3,1730.02,4.2,25.7,1,5,107,3,0,0,1,0,0,0,0,0,0,0,0,2019,8841,630
545,20378.58,18156,6150.8,3.6,21.7,2,4,107,3,0,0,1,0,0,0,0,0,0,0,0,2019,26536,435
546,4725.4,2991.8,869.86,4,18,1,4,80,3,0,0,1,0,0,0,0,0,0,0,0,2019,6793,457
547,5607.94,21767.07,2991.57,8,17.5,0,2,50,1,1,0,0,0,0,0,0,0,0,0,0,2019,7563,300
548,32269.16,62721,2810.21,3.9,50.95,3,11,426,4,0,0,0,1,0,0,0,0,0,0,0,2019,29065,1065
549,5273.8,7960,1878.46,5,19,1,3,68,8,0,0,0,0,0,0,0,1,0,0,0,2019,9777,480
550,2999,3904,830.81,4.2,17.7,1,4,63,3,0,0,1,0,0,0,0,0,0,0,0,2019,5036,420
551,2730.57,3075.3,689.53,4.2,25.05,0,5,25,3,0,0,1,0,0,0,0,0,0,0,0,2019,4947,720
552,15650,19418,5225.68,6.3,10.8,1,2,151,1,1,0,0,0,0,0,0,0,0,0,0,2019,21703,730
553,3125.59,5778.7,1577.05,3.6,13.25,1,2,40,2,0,1,0,0,0,0,0,0,0,0,0,2019,4080,365
554,3317.52,5598,1195.58,4.2,19.2,0,4,45,3,0,0,1,0,0,0,0,0,0,0,0,2019,7073,480
555,14341,11375,3470.12,4.2,24.2,1,5,132,3,0,0,1,0,0,0,0,0,0,0,0,2019,16197,730
556,6779.22,8361.7,2330.3,3.8,20.97,1,5,97,3,0,0,1,0,0,0,0,0,0,0,0,2019,7693,180
557,15837.12,35155,3238.6,4.2,34.4,1,7,323,3,0,0,1,0,0,0,0,0,0,0,0,2019,16590,730
558,9046,22268,2375.69,4,21,1,4,143,3,0,0,1,0,0,0,0,0,0,0,0,2019,10594,600
559,19827.82,18000,4346.36,4.5,42.4,1,8,186,3,0,0,1,0,0,0,0,0,0,0,0,2019,23151,840
560,13887.35,5929.9,1092.34,2.7,43.4,1,15,149,5,0,0,0,0,1,0,0,0,0,0,0,2019,12687,761
561,7083.9,16510,3274.81,4.85,17.55,1,2,168,8,0,0,0,0,0,0,0,1,0,0,0,2019,12959,545
562,16401.2,15393,5961.67,3.6,20.1,1,5,64,9,0,0,0,0,0,0,0,0,1,0,0,2019,21649,450
563,9933.91,11426,3527.64,3.7,17.98,1,4,47,2,0,1,0,0,0,0,0,0,0,0,0,2019,12793,420
564,5190.1,5005.1,1653.43,4.8,19.75,1,4,73,2,0,1,0,0,0,0,0,0,0,0,0,2019,6632,540
565,1974,11543,954.95,5.1,14.1,1,2,40,3,0,0,1,0,0,0,0,0,0,0,0,2019,3569,330
566,15810.72,15810.72,3060,4,25.28,2,5,233,6,0,0,0,0,0,1,0,0,0,0,0,2019,17255,720
567,11934.05,4431.26,3074.35,4,25.57,1,6,55,2,0,1,0,0,0,0,0,0,0,0,0,2019,15820,720
568,7434.11,274033,4691.88,4.5,21,1,1,190,10,0,0,0,0,0,0,0,0,0,1,0,2019,16116,720
569,7761.21,5484.7,2828.74,4.2,16.65,1,3,73,3,0,0,1,0,0,0,0,0,0,0,0,2019,9277,720
570,1797.54,3860,905.25,3.9,9.5,1,2,35,5,0,0,0,0,1,0,0,0,0,0,0,2019,3047,180
571,8007.26,34903,4124.72,3,14.9,1,2,82,1,1,0,0,0,0,0,0,0,0,0,0,2019,9482,365
572,8100,28941.8,3344.31,3.6,17.5,1,4,37,2,0,1,0,0,0,0,0,0,0,0,0,2019,9082,420
573,6267.84,5200,1979.38,4.5,20.4,1,4,40,2,0,1,0,0,0,0,0,0,0,0,0,2019,7161,540
574,5373.82,94798,2773.49,3.7,20,1,3,65,3,0,0,1,0,0,0,0,0,0,0,0,2019,7244,600
575,5921.11,4227.8,2299.54,4.5,22,0,4,30,2,0,1,0,0,0,0,0,0,0,0,0,2019,8299,400
576,15456,25780,7997,3.7,15.75,1,3,139,2,0,1,0,0,0,0,0,0,0,0,0,2019,21141,360
577,2540.75,1005.53,664.64,3.8,12.9,1,3,20,3,0,0,1,0,0,0,0,0,0,0,0,2019,3156,458
578,14307.9,15975,3190.69,3.9,21.4,1,5,66,2,0,1,0,0,0,0,0,0,0,0,0,2019,17040,540
579,7202.92,4996.4,2161.4,4.4,35.1,1,6,77,2,0,1,0,0,0,0,0,0,0,0,0,2019,9971,540
580,8869.71,354597,888.48,3.9,45,1,11,69,9,0,0,0,0,0,0,0,0,1,0,0,2019,10463,940
581,5271.7,30301,1647.33,4.2,20.3,1,4,47,9,0,0,0,0,0,0,0,0,1,0,0,2019,6879,420
582,3476.56,8923.9,732.33,3.9,20.1,1,4,87,3,0,0,1,0,0,0,0,0,0,0,0,2019,4542,365
583,17553.05,22908,10024.15,3.7,15.75,1,3,96,3,0,0,1,0,0,0,0,0,0,0,0,2019,22098,390
584,11162.56,7483,3914.67,3.7,9.9,1,2,130,3,0,0,1,0,0,0,0,0,0,0,0,2019,11747,610
585,14402.33,14400,4617.09,3.6,19.02,1,5,48,9,0,0,0,0,0,0,0,0,1,0,0,2019,16117,410
586,7220.11,35429.95,7220.11,6,13,1,2,73,7,0,0,0,0,0,0,1,0,0,0,0,2019,9742,540
587,2873.27,2780.2,863.12,3.9,21.89,1,5,45,3,0,0,1,0,0,0,0,0,0,0,0,2019,5998,330
588,9509.4,15110.5,3444.67,4.4,17.6,1,4,177,3,0,0,1,0,0,0,0,0,0,0,0,2019,11530,730
589,14454.08,32036.62,14454.08,6,7.98,0,1,107,8,0,0,0,0,0,0,0,1,0,0,0,2019,10102,395
590,6411,33123,2014.52,4.2,20.7,1,4,34,2,0,1,0,0,0,0,0,0,0,0,0,2019,7553,420
591,2165.96,5981,2286.21,6.9,15.3,1,1,35,8,0,0,0,0,0,0,0,1,0,0,0,2019,4421,450
592,2656.72,1080,460.5,4,25.3,1,5,26,3,0,0,1,0,0,0,0,0,0,0,0,2019,4769,365
593,12824.97,4691,2338.94,3.9,30.79,1,7,124,3,0,0,1,0,0,0,0,0,0,0,0,2019,14480,879
594,18601.1,21520,3650.08,4.3,33,1,7,129,3,0,0,1,0,0,0,0,0,0,0,0,2019,24263,750
595,15331.4,13361.6,3832.4,3.6,21.9,1,5,107,9,0,0,0,0,0,0,0,0,1,0,0,2019,14374,510
596,8630.52,1510099,8730.92,4.3,12.8,1,2,107,8,0,0,0,0,0,0,0,1,0,0,0,2019,7574,330
597,12186.76,9925,5018.51,4.2,19.7,2,3,92,8,0,0,0,0,0,0,0,1,0,0,0,2019,17024,660
598,15550.27,17662,3100.27,3.6,32.3,3,4,97,9,0,0,0,0,0,0,0,0,1,0,0,2019,17769,540
599,13822.58,10677,3394.76,3.7,21.9,1,5,84,9,0,0,0,0,0,0,0,0,1,0,0,2019,13198,410
600,6092.34,3003.7,1505.51,3.8,17.5,1,4,50,10,0,0,0,0,0,0,0,0,0,1,0,2019,6197,390
601,5999.6,55950.78,1395.92,4.5,25.3,1,5,43,2,0,1,0,0,0,0,0,0,0,0,0,2019,7749,540
602,9970.3,10184,3350.73,3.9,17.35,0,4,107,9,0,0,0,0,0,0,0,0,1,0,0,2019,13868,420
603,15457.12,13200,2910.54,3.9,48.1,1,10,219,3,0,0,1,0,0,0,0,0,0,0,0,2019,19504,660
604,11783.88,15090.1,3497.36,3.6,15.45,1,4,67,9,0,0,0,0,0,0,0,0,1,0,0,2019,14455,450
605,2991.41,4620,1203.98,3.9,21.56,0,5,67,3,0,0,1,0,0,0,0,0,0,0,0,2019,5669,360
606,12638.6,7917,4187.53,4.5,28,1,6,81,3,0,0,1,0,0,0,0,0,0,0,0,2019,18945,660
607,4927.13,38276.56,2619.62,5,10.93,1,2,99,2,0,1,0,0,0,0,0,0,0,0,0,2019,12592,700
608,7821.59,3194.6,1289.99,2.8,32.8,1,11,71,5,0,0,0,0,1,0,0,0,0,0,0,2019,8396,500
609,9647.7,12350,3628.5,5.4,19.3,1,3,58,4,0,0,0,1,0,0,0,0,0,0,0,2019,16415,600
610,36699.07,11923,2209.2,2.8,58.72,2,20,445,5,0,0,0,0,1,0,0,0,0,0,0,2019,28574,977
611,1691.4,3401,540.9,4.2,32.4,2,5,7,3,0,0,1,0,0,0,0,0,0,0,0,2019,5878,900
612,12344.66,3250,1911.68,4.2,24.05,2,5,124,2,0,1,0,0,0,0,0,0,0,0,0,2019,11944,480
613,4791.74,7808,1547.32,3.9,15.5,1,3,90,3,0,0,1,0,0,0,0,0,0,0,0,2019,6795,458
614,19003,94655,10828,4.2,11,1,2,232,1,1,0,0,0,0,0,0,0,0,0,0,2019,27764,780
615,4138.61,3103.1,1571.52,3.9,15.1,1,3,21,9,0,0,0,0,0,0,0,0,1,0,0,2019,4912,300
616,6993.81,20000.3,2117.51,4.5,24.6,1,5,252,3,0,0,1,0,0,0,0,0,0,0,0,2019,8284,793
617,9858,14633,2669.08,4.5,21,1,4,165,3,0,0,1,0,0,0,0,0,0,0,0,2019,11228,551
618,16460.59,26715,5165.62,3.9,21.75,1,5,110,2,0,1,0,0,0,0,0,0,0,0,0,2019,19902,350
619,8572.45,25367,3807.32,2.7,16.2,0,3,46,10,0,0,0,0,0,0,0,0,0,1,0,2019,12143,6559
620,3896.13,5579.4,2469.7,4.2,14.08,1,2,32,7,0,0,0,0,0,0,1,0,0,0,0,2019,7648,450
621,14125.87,1280,4525.81,3.9,19.02,1,5,48,9,0,0,0,0,0,0,0,0,1,0,0,2019,15728,470
622,13058.32,14041.2,3284.91,3.9,21.55,1,5,48,9,0,0,0,0,0,0,0,0,1,0,0,2019,17952,540
623,3433.54,7449.7,1592.82,4,13.9,0,3,110,2,0,1,0,0,0,0,0,0,0,0,0,2019,4156,365
624,8979.31,6235,2514.72,4.5,26.95,1,5,100,3,0,0,1,0,0,0,0,0,0,0,0,2019,12490,600
625,14547.93,13000,4953.6,3.6,20,1,5,73,2,0,1,0,0,0,0,0,0,0,0,0,2019,18315,480
626,3787.46,4151.6,1579.12,4.8,12.75,1,2,38,2,0,1,0,0,0,0,0,0,0,0,0,2019,4866,360
627,15993.64,17451,5761.56,3.6,19.5,1,4,81,9,0,0,0,0,0,0,0,0,1,0,0,2019,17415,390
628,12102.83,14582,4388.81,4.1,18.12,0,4,43,9,0,0,0,0,0,0,0,0,1,0,0,2020,13831,720
629,14435.59,16289.9,3246.9,3.9,19.18,1,4,100,9,0,0,0,0,0,0,0,0,1,0,0,2020,17358,450
630,6168.16,18048,1963.49,4.2,19.5,1,4,82,2,0,1,0,0,0,0,0,0,0,0,0,2020,9119,540
631,2749.77,99744,2494.94,4.2,35.5,1,3,31,8,0,0,0,0,0,0,0,1,0,0,0,2020,7896,365
632,7402.41,2010.4,1201.53,4.2,21,2,4,86,5,0,0,0,0,1,0,0,0,0,0,0,2020,9223,570
633,3893,69417.9,3893,12,14.15,0,1,18,1,1,0,0,0,0,0,0,0,0,0,0,2020,3241,150
634,3685.96,61079.9,1511.3,4.2,21,0,4,40,10,0,0,0,0,0,0,0,0,0,1,0,2020,5523,480
635,6982.2,15368.3,2317.09,4.2,16,1,3,150,3,0,0,1,0,0,0,0,0,0,0,0,2020,9580,540
636,9624.82,5405,2058.54,4.2,30.06,1,6,78,3,0,0,1,0,0,0,0,0,0,0,0,2020,11639,571
637,5817.25,77635,4607.64,4.2,16.7,0,3,107,1,1,0,0,0,0,0,0,0,0,0,0,2020,8993,540
638,7620.27,15729.8,5578.94,3.6,14,1,3,45,1,1,0,0,0,0,0,0,0,0,0,0,2020,7677,300
639,3689.97,1998.6,823.63,3.9,13.6,1,3,50,7,0,0,0,0,0,0,1,0,0,0,0,2020,5374,396
640,3142.22,6611,1250.82,5.4,26.75,1,3,39,3,0,0,1,0,0,0,0,0,0,0,0,2020,6858,360
641,6670.74,115316,2426,4.2,23.4,0,4,13,9,0,0,0,0,0,0,0,0,1,0,0,2020,12017,540
642,11778,5044,3926.16,3.9,15.3,0,3,400,1,1,0,0,0,0,0,0,0,0,0,0,2020,10841,300
643,2997.5,4168.4,1573.18,4.2,23.4,1,5,37,5,0,0,0,0,1,0,0,0,0,0,0,2020,4655,600
644,2432.09,9494,1613.06,4.2,10.78,0,2,48,5,0,0,0,0,1,0,0,0,0,0,0,2020,4820,360
645,4535.56,49292,2510.34,4.2,21,0,3,66,10,0,0,0,0,0,0,0,0,0,1,0,2020,9404,510
646,3499.76,986.4,584.59,4.2,25.1,2,4,20,8,0,0,0,0,0,0,0,1,0,0,0,2020,5015,540
647,10138.49,20923,3228.82,4.5,22,1,4,143,6,0,0,0,0,0,1,0,0,0,0,0,2020,12852,600
648,3767.61,11213.43,1336.57,3.9,17,0,3,26,10,0,0,0,0,0,0,0,0,0,1,0,2020,4386,396
649,5945.85,34415,2744.49,4.4,13.9,1,2,65,8,0,0,0,0,0,0,0,1,0,0,0,2020,9560,609
650,6540.04,20865,4445.64,4.5,4.8,1,2,54,8,0,0,0,0,0,0,0,1,0,0,0,2020,12713,365
651,5526.97,14545.3,2302.5,4.7,18.88,1,3,85,2,0,1,0,0,0,0,0,0,0,0,0,2020,8719,480
652,9223,9488,2837.99,4.2,23.7,1,5,21,3,0,0,1,0,0,0,0,0,0,0,0,2020,11045,540
653,12615.18,10757.3,3699.46,3.7,20,1,4,84,9,0,0,0,0,0,0,0,0,1,0,0,2020,16784,380
654,12148.44,11643.4,2256.23,4,32.25,2,6,127,5,0,0,0,0,1,0,0,0,0,0,0,2020,15576,660
655,8374.98,11729.81,3183.41,4.2,35.1,1,7,78,3,0,0,1,0,0,0,0,0,0,0,0,2020,11601,365
656,16117.54,17800,4723.36,3.6,18.4,1,4,96,9,0,0,0,0,0,0,0,0,1,0,0,2020,14362,420
657,6355.08,17480,1660.17,4,18.44,1,4,126,3,0,0,1,0,0,0,0,0,0,0,0,2020,7077,560
658,5142.91,15712.9,1612.87,4.5,4.8,1,4,95,4,0,0,0,1,0,0,0,0,0,0,0,2020,8958,510
659,4144.94,3523,1596.43,3.8,12.8,1,3,19,9,0,0,0,0,0,0,0,0,1,0,0,2020,6704,360
660,12686.39,2787.8,2249.66,3.4,29.75,1,6,287,1,1,0,0,0,0,0,0,0,0,0,0,2020,12418,600
661,11903.54,40910,1648.83,4.5,32.1,1,6,363,3,0,0,1,0,0,0,0,0,0,0,0,2020,14536,750
662,6154,6026,1957,5.4,22,0,4,64,1,1,0,0,0,0,0,0,0,0,0,0,2020,8180,360
663,13421,15019,6669,4.2,16,0,3,93,5,0,0,0,0,1,0,0,0,0,0,0,2020,18666,700
664,11337.78,12499,3795.39,3.7,16.95,0,4,46,9,0,0,0,0,0,0,0,0,1,0,0,2020,17351,390
665,3696.24,6455,1130.78,4.2,13.55,0,4,24,5,0,0,0,0,1,0,0,0,0,0,0,2020,4691,365
666,12211.04,14000,3398.37,3.6,3.9,1,4,73,9,0,0,0,0,0,0,0,0,1,0,0,2020,10495,380
667,10816.54,5519.1,2767.79,4.2,25.58,1,4,100,8,0,0,0,0,0,0,0,1,0,0,0,2020,16041,600
668,6790,11244.8,1778.41,4,21.2,1,4,74,3,0,0,1,0,0,0,0,0,0,0,0,2020,7778,760
669,2985.6,26155.9,1173.1,4.2,18.75,0,4,19,3,0,0,1,0,0,0,0,0,0,0,0,2020,5640,360
670,21456.83,18400,5791.06,3.7,24.4,1,5,128,9,0,0,0,0,0,0,0,0,1,0,0,2020,23249,420
671,12915.37,22948,4501.36,4,17.7,1,4,101,9,0,0,0,0,0,0,0,0,1,0,0,2020,16982,540
672,14054.8,110817,4099.98,3.8,22.36,1,4,57,4,0,0,0,1,0,0,0,0,0,0,0,2020,19973,990
673,20542.99,15000,4523.1,3.8,19.5,1,5,89,9,0,0,0,0,0,0,0,0,1,0,0,2020,23723,450
674,10527.97,419341,1385.1,4.2,47.9,1,10,33,9,0,0,0,0,0,0,0,0,1,0,0,2020,14092,720
675,5634.72,7404,2177.98,4.5,21,1,4,84,3,0,0,1,0,0,0,0,0,0,0,0,2020,9483,365
676,5376.86,3584,1782.02,3.9,18.8,1,4,19,9,0,0,0,0,0,0,0,0,1,0,0,2020,6821,365
677,7132.98,456805.9,2391.45,5.1,29.5,1,4,40,2,0,1,0,0,0,0,0,0,0,0,0,2020,6789,460
678,6717.89,5340,6717.89,3.6,13.35,1,3,30,9,0,0,0,0,0,0,0,0,1,0,0,2020,7532,420
